9.393029217372884654e-01,6.069434638392894044e-02,2.731878782588318120e-06
4.270500676157060596e-06,1.895374347817928296e-02,9.810419860211445631e-01
2.108696034694689317e-02,7.455614645943929863e-01,2.333515750586599713e-01
9.735818604786006247e-03,3.793581174572654979e-01,6.109060639379484403e-01
3.296699662942273500e-04,5.940909116336037105e-02,9.402612388703452950e-01
1.106878561780924673e-03,9.998775867324867506e-02,8.989053627649703504e-01
2.382109693157344766e-03,2.649503839664366645e-01,7.326675063404060051e-01
2.825661691379588382e-04,1.604237506594957674e-01,8.392936831713663226e-01
9.620274039189081750e-01,3.797127861448446745e-02,1.317466607283485388e-06
9.477660212964916786e-01,5.223222179830770695e-02,1.756905200709028495e-06
9.793689073466759210e-01,2.063080748080994842e-02,2.851725140871996258e-07
9.865942602584405474e-01,1.340562564067768886e-02,1.141008817490030339e-07
9.622578555404500689e-01,3.774065958715353691e-02,1.484872396424897763e-06
3.794794109995671631e-03,5.101593166260109946e-01,4.860458892639933914e-01
2.186940319041092275e-04,6.902651695028519385e-02,9.307547890178107242e-01
3.957186787935672995e-02,8.555503044194231466e-01,1.048778277012200472e-01
5.449517765564153293e-02,8.688853239152315444e-01,7.661949842912679776e-02
7.042158338433730444e-04,1.046864800648663052e-01,8.946093041012903591e-01
5.788376116719238899e-03,6.139318116386912605e-01,3.802798122445895102e-01
9.487497092686908440e-01,5.124877318088609524e-02,1.517550423093961291e-06
9.602966347830351745e-01,3.970120811201176270e-02,2.157104953147142891e-06
2.336489682683951657e-02,8.487409074324506753e-01,1.278941957407098984e-01
1.630415155024070653e-02,8.436933095727050524e-01,1.400025388770541057e-01
2.184133194370565210e-03,1.991433095071073744e-01,7.986725572985220456e-01
1.624105341419949250e-02,7.949326137021013317e-01,1.888263328836992661e-01
2.645593907655983956e-02,7.311879314372937699e-01,2.423561294861463489e-01
4.306130436755900570e-02,9.044200568029265863e-01,5.251863882951440798e-02
4.004763832327131595e-02,8.496047908072421606e-01,1.103475708694864332e-01
8.893131130131954887e-01,1.106718120345174250e-01,1.507495228702505853e-05
1.384579830103831871e-02,6.850625706904424073e-01,3.010916310085192671e-01
1.099753289208494321e-02,8.100610035510826812e-01,1.789414635568324086e-01
3.760731401582983677e-04,7.673669911157120216e-02,9.228872277482704778e-01
9.328649800948086712e-01,6.712667349258724658e-02,8.346412604211931688e-06
1.018438606333815387e-03,1.952567889219906927e-01,8.037247724716756192e-01
2.713387341451002979e-02,7.317925653792394236e-01,2.410735612062504807e-01
1.701043061927327317e-04,5.443147790383329188e-02,9.453984177899740216e-01
1.394677542906101915e-02,6.364691621042245506e-01,3.495840624667144736e-01
9.624848606156432007e-01,3.751392322826771486e-02,1.216156088954589882e-06
2.122439940598588870e-03,2.904539858377563899e-01,7.074235742216450351e-01
9.830704272104683061e-02,8.771745251022361467e-01,2.451843217671703656e-02
4.046951950280845028e-04,5.163561765989909541e-02,9.479596871450727269e-01
3.995843760846577025e-02,8.850129441848296752e-01,7.502861820670449211e-02
9.070731241714654215e-04,2.950417153722484920e-01,7.040512115035800766e-01
3.631186682374139968e-02,8.942043565044770492e-01,6.948377667178137762e-02
9.605777889989051133e-01,3.942074460363827193e-02,1.466397456650046262e-06
9.631628400876092238e-04,8.499698718439785416e-02,9.140398499755145734e-01
9.057622891547555399e-01,9.422926678724458105e-02,8.444057999855853071e-06
9.263945170532363882e-01,7.359712848576588362e-02,8.354460997635159604e-06
9.614136536207955608e-01,3.858547404115310331e-02,8.723380514351045847e-07
9.411110406719298549e-01,5.888144662269757801e-02,7.512705372673322250e-06
9.305791078886063161e-01,6.941316993525281642e-02,7.722176140681133710e-06
9.379163709561514350e-01,6.208096961155884497e-02,2.659432289692454546e-06
9.392384893018143055e-01,6.075821933287961496e-02,3.291365306209012246e-06
9.547316308879494340e-02,8.257799187743747327e-01,7.874691813683021291e-02
9.936177519217479805e-04,2.572626301551563799e-01,7.417437520929219819e-01
5.643292997656508894e-03,4.123102927974372500e-01,5.820464142049062151e-01
9.477425893208815122e-01,5.225135378740868725e-02,6.056891709836066280e-06
9.038377110199848907e-01,9.614811238095044565e-02,1.417659906478104731e-05
9.629541025737259341e-01,3.704544932129170964e-02,4.481049822393755498e-07
3.625828700556566614e-02,8.671226099644778751e-01,9.661910302995661837e-02
3.842313279480621263e-02,8.375232739367872714e-01,1.240535932684065784e-01
8.520036564667760395e-03,6.355582916898573353e-01,3.559216717454748991e-01
1.631838309490047864e-02,6.562211593188826964e-01,3.274604575862167244e-01
9.157933338288893887e-01,8.420319832739915633e-02,3.467843711436425597e-06
2.175725472598167426e-02,8.836971126447437097e-01,9.454563262927480338e-02
9.074603317269377412e-01,9.253236850766814736e-02,7.299765394015889926e-06
